rank,title,author,rating,ratings_count,score,votes,book_url,page
7997,"The Burning Girl (Tom Thorne, #4)",Mark Billingham,3.88,7225.0,75,,https://www.goodreads.com/book/show/964996.The_Burning_Girl,80
7997,"Simon Thorn and the Wolf's Den (Simon Thorn, #1)",Aimee Carter,4.15,2409.0,75,,https://www.goodreads.com/book/show/22929613-simon-thorn-and-the-wolf-s-den,80
7997,"One Ordinary Day, With Peanuts",Shirley Jackson,3.8,249.0,75,,https://www.goodreads.com/book/show/457070.One_Ordinary_Day_With_Peanuts,80
7997,The Summer of Impossible Things,Rowan Coleman,3.95,7144.0,75,,https://www.goodreads.com/book/show/31348237-the-summer-of-impossible-things,80
7997,King John,William Shakespeare,3.36,8432.0,75,,https://www.goodreads.com/book/show/82365.King_John,81
7997,Necessary People,Anna Pitoniak,3.7,13101.0,75,,https://www.goodreads.com/book/show/41716929-necessary-people,81
7997,The Guns of August,Barbara W. Tuchman,4.18,87536.0,75,,https://www.goodreads.com/book/show/40779082-the-guns-of-august,81
7997,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.01,22745.0,75,,https://www.goodreads.com/book/show/5755.The_Language_Instinct,81
7997,"Storm Glass (Glass, #1)",Maria V. Snyder,3.96,26961.0,75,,https://www.goodreads.com/book/show/6080889-storm-glass,81
7997,Arcadia Falls,Carol Goodman,3.66,6493.0,75,,https://www.goodreads.com/book/show/6740418-arcadia-falls,81
7997,"Visions in Death (In Death, #19)",J.D. Robb,4.38,32057.0,75,,https://www.goodreads.com/book/show/238142.Visions_in_Death,81
7997,"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,3.81,1038305.0,75,,https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary,81
7997,"Arsène Lupin, Gentleman-Thief",Maurice Leblanc,3.85,17481.0,75,,https://www.goodreads.com/book/show/141270.Ars_ne_Lupin_Gentleman_Thief,81
7997,"Blueberry Muffin Murder (Hannah Swensen, #3)",Joanne Fluke,3.9,29193.0,75,,https://www.goodreads.com/book/show/33445.Blueberry_Muffin_Murder,81
7997,"The Return of Sherlock Holmes (Sherlock Holmes, #6)",Arthur Conan Doyle,4.27,72722.0,75,,https://www.goodreads.com/book/show/194366.The_Return_of_Sherlock_Holmes,81
7997,"The Sicilian (The Godfather, #2)",Mario Puzo,4.04,32679.0,75,,https://www.goodreads.com/book/show/22026.The_Sicilian,81
7997,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,4.31,100776.0,75,,https://www.goodreads.com/book/show/2146957.Grip_of_the_Shadow_Plague,81
7997,"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer,3.95,183785.0,75,,https://www.goodreads.com/book/show/43204703-a-curse-so-dark-and-lonely,81
7997,You Shouldn't Have Come Here,Jeneva Rose,3.36,337459.0,75,,https://www.goodreads.com/book/show/61458888-you-shouldn-t-have-come-here,81
7997,"Prayers for Rain (Kenzie & Gennaro, #5)",Dennis Lehane,4.09,24738.0,75,,https://www.goodreads.com/book/show/21683.Prayers_for_Rain,81
7997,"The Invasion (Animorphs, #1)",K.A. Applegate,3.91,20672.0,75,,https://www.goodreads.com/book/show/776877.The_Invasion,81
7997,Farmer in the Sky,Robert A. Heinlein,3.78,10414.0,75,,https://www.goodreads.com/book/show/50851.Farmer_in_the_Sky,81
7997,"Diamond Dogs, Turquoise Days",Alastair Reynolds,4.0,12672.0,75,,https://www.goodreads.com/book/show/893590.Diamond_Dogs_Turquoise_Days,81
7997,Mean Streak,Sandra Brown,4.11,67966.0,75,,https://www.goodreads.com/book/show/20454672-mean-streak,81
7997,"The Kingdom (Graveyard Queen, #2)",Amanda Stevens,4.07,9646.0,75,,https://www.goodreads.com/book/show/11162228-the-kingdom,81
7997,"The Vampire and the Virgin (Love at Stake, #8)",Kerrelyn Sparks,4.2,11528.0,75,,https://www.goodreads.com/book/show/6545740-the-vampire-and-the-virgin,81
7997,"T is for Trespass (Kinsey Millhone, #20)",Sue Grafton,4.0,32608.0,75,,https://www.goodreads.com/book/show/410445.T_is_for_Trespass,81
7997,"The Yellow Dog (Maigret, #5)",Georges Simenon,3.7,6413.0,75,,https://www.goodreads.com/book/show/18774736-the-yellow-dog,81
7997,"The Snowdonia Killings (DI Ruth Hunter, #1)",Simon McCleave,4.08,22414.0,75,,https://www.goodreads.com/book/show/50243810-the-snowdonia-killings,81
7997,"Robert B. Parker's Blind Spot (Jesse Stone, #13)",Reed Farrel Coleman,4.02,7395.0,75,,https://www.goodreads.com/book/show/20821292-robert-b-parker-s-blind-spot,81
7997,"Rebel Witch (The Crimson Moth, #2)",Kristen Ciccarelli,4.18,301333.0,75,,https://www.goodreads.com/book/show/211004882-rebel-witch,81
7997,"Old Bones (Nora Kelly, #1)",Douglas Preston,4.07,30415.0,75,,https://www.goodreads.com/book/show/43522585-old-bones,81
7997,Mirrorland,Carole Johnstone,3.6,12191.0,75,,https://www.goodreads.com/book/show/54304146-mirrorland,81
7997,"The Henna Artist (The Jaipur Trilogy, #1)",Alka Joshi,4.18,228253.0,75,,https://www.goodreads.com/book/show/50607466-the-henna-artist,81
7997,"Fire Storm (Young Sherlock Holmes, #4)",Andrew Lane,4.07,2637.0,75,,https://www.goodreads.com/book/show/12516499-fire-storm,81
7997,Need to Know,Karen Cleveland,3.81,33951.0,75,,https://www.goodreads.com/book/show/40647345-need-to-know,81
7997,Code to Zero,Ken Follett,3.88,29810.0,75,,https://www.goodreads.com/book/show/5052.Code_to_Zero,81
7997,"Wayfarer (Passenger, #2)",Alexandra Bracken,3.8,14407.0,75,,https://www.goodreads.com/book/show/20983366-wayfarer,81
7997,"Ships and Stings and Wedding Rings (The Chronicles of St Mary's, #6.5)",Jodi Taylor,4.35,5305.0,75,,https://www.goodreads.com/book/show/26113116-ships-and-stings-and-wedding-rings,81
7997,Remembrance,Jude Deveraux,4.01,8467.0,75,,https://www.goodreads.com/book/show/251953.Remembrance,81
7997,Ada: Legend of a Healer,R.A. McDonald,3.96,190.0,75,,https://www.goodreads.com/book/show/10087445-ada,81
7997,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,4.5,47584.0,75,,https://www.goodreads.com/book/show/478951.The_Bonehunters,81
8039,A Stranger Is Watching,Mary Higgins Clark,3.95,24958.0,74,2.0,https://www.goodreads.com/book/show/170651.A_Stranger_Is_Watching,81
8039,"Kingdom of Ash and Briars (The Nissera Chronicles, #1)",Hannah West,3.63,2619.0,74,,https://www.goodreads.com/book/show/28554825-kingdom-of-ash-and-briars,81
8039,Goodwood,Holly Throsby,3.6,3308.0,74,,https://www.goodreads.com/book/show/30267812-goodwood,81
8039,"Mirrored Time (A Time Archivist Novel, #1)",J.D. Faulkner,3.83,102.0,74,,https://www.goodreads.com/book/show/22053986-mirrored-time,81
8039,The Trouble with Ruth,Henry Slesar,4.5,2.0,74,,https://www.goodreads.com/book/show/41464275-the-trouble-with-ruth,81
8039,"Fear Hall: The Beginning (Fear Street: Fear Hall, #1)",R.L. Stine,3.85,1055.0,74,,https://www.goodreads.com/book/show/370131.Fear_Hall,81
8039,The Call of the Wild,Jack London,3.92,486747.0,74,,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,81
8039,The Sherlockian,Graham Moore,3.66,15180.0,74,,https://www.goodreads.com/book/show/7810380-the-sherlockian,81
8039,Cloud 9,Caryl Churchill,3.6,8205.0,74,,https://www.goodreads.com/book/show/240250.Cloud_9,81
8039,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,4.39,104571.0,74,,https://www.goodreads.com/book/show/51022071-catch-and-kill,81
8039,Arthur & George,Julian Barnes,3.73,19258.0,74,,https://www.goodreads.com/book/show/45369.Arthur_George,81
8039,"The Midwife: A Memoir of Birth, Joy, and Hard Times",Jennifer Worth,4.2,80884.0,74,,https://www.goodreads.com/book/show/6114607-the-midwife,81
8039,"A River Enchanted (Elements of Cadence, #1)",Rebecca Ross,4.05,98984.0,74,,https://www.goodreads.com/book/show/58132544-a-river-enchanted,81
8039,"The Seeing Stone (The Spiderwick Chronicles, #2)",Tony DiTerlizzi,3.93,49474.0,74,,https://www.goodreads.com/book/show/519048.The_Seeing_Stone,81
8039,"Hidden Depths (Vera Stanhope, #3)",Ann Cleeves,4.08,18876.0,74,,https://www.goodreads.com/book/show/1632546.Hidden_Depths,81
8039,"Promises in Death (In Death, #28)",J.D. Robb,4.42,40323.0,74,,https://www.goodreads.com/book/show/3492020-promises-in-death,81
8039,"The Book of Koli (Rampart Trilogy, #1)",M.R. Carey,4.02,13784.0,74,,https://www.goodreads.com/book/show/51285749-the-book-of-koli,81
8039,Invasion of the Body Snatchers,Jack Finney,3.9,26495.0,74,,https://www.goodreads.com/book/show/127515.Invasion_of_the_Body_Snatchers,81
8039,"Skyhunter (Skyhunter, #1)",Marie Lu,4.02,24959.0,74,,https://www.goodreads.com/book/show/53174067-skyhunter,81
8039,Romanov,Nadine Brandes,3.77,16538.0,74,,https://www.goodreads.com/book/show/40590407-romanov,81
8039,"The Testing Trilogy (The Testing, #1-3)",Joelle Charbonneau,4.27,928.0,74,,https://www.goodreads.com/book/show/23367820-the-testing-trilogy,81
8039,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,4.28,152349.0,74,,https://www.goodreads.com/book/show/18635622-a-knight-of-the-seven-kingdoms,81
8039,"A War of Gifts (Ender's Saga, #1.1)",Orson Scott Card,3.69,18377.0,74,,https://www.goodreads.com/book/show/552987.A_War_of_Gifts,81
8039,"Archangel's War (Guild Hunter, #12)",Nalini Singh,4.48,13958.0,74,,https://www.goodreads.com/book/show/42599859-archangel-s-war,81
8039,"Labyrinth Lost (Brooklyn Brujas, #1)",Zoraida Córdova,3.71,14710.0,74,,https://www.goodreads.com/book/show/27969087-labyrinth-lost,81
8039,"Tempting Evil (Riley Jenson Guardian, #3)",Keri Arthur,4.12,16997.0,74,,https://www.goodreads.com/book/show/74046.Tempting_Evil,81
8039,"Born to Bite (Argeneau, #13)",Lynsay Sands,4.22,14030.0,74,,https://www.goodreads.com/book/show/6503154-born-to-bite,81
8039,The Other Woman,Sandie Jones,3.74,132186.0,74,,https://www.goodreads.com/book/show/36212848-the-other-woman,81
8039,The Business Trip,Jessie Garcia,3.61,109642.0,74,,https://www.goodreads.com/book/show/211003858-the-business-trip,81
8039,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.19,324650.0,74,,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,81
8039,Passagier 23,Sebastian Fitzek,4.02,30661.0,74,,https://www.goodreads.com/book/show/22022939-passagier-23,81
8039,"Wildcard (Warcross, #2)",Marie Lu,3.98,60781.0,74,,https://www.goodreads.com/book/show/29386918-wildcard,81
8039,Steel,Carrie Vaughn,3.45,6111.0,74,,https://www.goodreads.com/book/show/8220745-steel,81
8039,"No Time Like the Past (The Chronicles of St Mary's, #5)",Jodi Taylor,4.35,14341.0,74,,https://www.goodreads.com/book/show/25877522-no-time-like-the-past,81
8039,Oona Out of Order,Margarita Montimore,3.86,104138.0,74,,https://www.goodreads.com/book/show/45046893-oona-out-of-order,81
8039,Don't Let Her Stay,Nicola Sanders,3.93,279212.0,74,,https://www.goodreads.com/book/show/80830635-don-t-let-her-stay,81
8039,"Bloodhound (Beka Cooper, #2)",Tamora Pierce,4.28,40348.0,74,,https://www.goodreads.com/book/show/153779.Bloodhound,81
8076,Kiss Kiss,Roald Dahl,4.06,10717.0,73,2.0,https://www.goodreads.com/book/show/44521.Kiss_Kiss,81
8076,"Wordless (Words Made Flesh, #1)",AdriAnne Strickland,3.92,321.0,73,,https://www.goodreads.com/book/show/17605075-wordless,81
8076,Technogenesis,Syne Mitchell,3.9,172.0,73,,https://www.goodreads.com/book/show/1062459.Technogenesis,81
8076,Contents: One Body,C.B. Gilford,4.0,2.0,73,,https://www.goodreads.com/book/show/41473547-contents,81
8076,Beyond the Orchard,Anna Romer,3.99,642.0,73,,https://www.goodreads.com/book/show/31341454-beyond-the-orchard,81
8076,"Fear Hall: The Conclusion (Fear Street: Fear Hall, #2)",R.L. Stine,3.83,799.0,73,,https://www.goodreads.com/book/show/325564.Fear_Hall,81
8076,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive (Mental Mastery, #1)",Kevin Horsley,4.01,23071.0,73,2.0,https://www.goodreads.com/book/show/20958539-unlimited-memory,81
8076,The Emperor's Soul,Brandon Sanderson,4.37,140982.0,73,,https://www.goodreads.com/book/show/13578175-the-emperor-s-soul,81
8076,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,3.95,142254.0,73,,https://www.goodreads.com/book/show/569429.Mostly_Harmless,81
8076,King of Wands,Anna Durbin,4.29,49.0,73,,https://www.goodreads.com/book/show/55318134-king-of-wands,81
8076,"Stenhuggaren (Patrik Hedström, #3)",Camilla Läckberg,3.93,39437.0,73,,https://www.goodreads.com/book/show/1457790.Stenhuggaren,81
8076,"Junkyard Dogs (Walt Longmire, #6)",Craig Johnson,4.26,21503.0,73,,https://www.goodreads.com/book/show/7315145-junkyard-dogs,81
8076,Alive: The Story of the Andes Survivors,Piers Paul Read,4.14,83351.0,73,,https://www.goodreads.com/book/show/401514.Alive,81
8076,Blood and Chocolate,Annette Curtis Klause,3.8,44330.0,73,,https://www.goodreads.com/book/show/30324.Blood_and_Chocolate,81
8076,How to Live Safely in a Science Fictional Universe,Charles Yu,3.45,20836.0,73,,https://www.goodreads.com/book/show/7726420-how-to-live-safely-in-a-science-fictional-universe,81
8076,"The God of the Hive (Mary Russell and Sherlock Holmes, #10)",Laurie R. King,4.2,14651.0,73,,https://www.goodreads.com/book/show/6780920-the-god-of-the-hive,81
8076,"Hild (The Hild Sequence, #1)",Nicola Griffith,3.85,13213.0,73,,https://www.goodreads.com/book/show/17332243-hild,81
8076,"Star Wars: The Force Awakens (Star Wars Novelizations, #7)",Alan Dean Foster,3.71,18257.0,73,,https://www.goodreads.com/book/show/25387202-star-wars,81
8076,They Went Left,Monica Hesse,4.2,20763.0,73,,https://www.goodreads.com/book/show/52701968-they-went-left,81
8076,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,3.77,103144.0,73,,https://www.goodreads.com/book/show/15575.The_Sword_of_Shannara,81
8076,"Columbus Day (Expeditionary Force, #1)",Craig Alanson,4.25,35943.0,73,,https://www.goodreads.com/book/show/36449535-columbus-day,81
8076,"School Spirits (Hex Hall, #4)",Rachel Hawkins,3.91,13915.0,73,,https://www.goodreads.com/book/show/15826934-school-spirits,81
8076,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,3.76,87974.0,73,,https://www.goodreads.com/book/show/31338.Memnoch_the_Devil,81
8076,"The Cold Cold Ground (Detective Sean Duffy, #1)",Adrian McKinty,3.9,17146.0,73,,https://www.goodreads.com/book/show/13008754-the-cold-cold-ground,81
8076,Back to the Garden,Laurie R. King,3.91,5612.0,73,,https://www.goodreads.com/book/show/59900687-back-to-the-garden,81
8076,"A Cold Treachery (Inspector Ian Rutledge, #7)",Charles Todd,4.2,6531.0,73,,https://www.goodreads.com/book/show/20235.A_Cold_Treachery,82
8076,"Sycamore Gap (DCI Ryan Mysteries, #2)",L.J. Ross,4.25,30106.0,73,,https://www.goodreads.com/book/show/26310229-sycamore-gap,82
8076,"Malice (The Faithful and the Fallen, #1)",John Gwynne,4.18,67359.0,73,,https://www.goodreads.com/book/show/15750692-malice,82
8076,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,4.27,185777.0,73,,https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow,82
8076,"Bonded in Death (In Death, #60)",J.D. Robb,4.58,24195.0,73,,https://www.goodreads.com/book/show/211004040-bonded-in-death,82
8076,Winter Garden,Kristin Hannah,4.28,485865.0,73,,https://www.goodreads.com/book/show/6668467-winter-garden,82
8076,Quantum Radio,A.G. Riddle,4.07,17797.0,73,,https://www.goodreads.com/book/show/64415236-quantum-radio,82
8076,"Miss Marple's Final Cases (Miss Marple, #13)",Agatha Christie,3.76,12425.0,73,,https://www.goodreads.com/book/show/31301.Miss_Marple_s_Final_Cases,82
8076,"Reached (Matched, #3)",Ally Condie,3.54,180097.0,73,,https://www.goodreads.com/book/show/13125947-reached,82
8076,"Twilight (The Mediator, #6)",Meg Cabot,4.24,43228.0,73,,https://www.goodreads.com/book/show/93724.Twilight,82
8076,"The Dark (Guardians of Time, #2)",Marianne Curley,4.16,6715.0,73,,https://www.goodreads.com/book/show/565593.The_Dark,82
8076,"Surviving Moose Lake (Kids vs. Nature, #1)",Karl Steam,4.19,68.0,73,,https://www.goodreads.com/book/show/40214019-surviving-moose-lake,82
8076,Captains of the Sands,Jorge Amado,4.39,33781.0,73,,https://www.goodreads.com/book/show/565565.Captains_of_the_Sands,82
8076,Home Is Where the Bodies Are,Jeneva Rose,3.8,332914.0,73,,https://www.goodreads.com/book/show/194020321-home-is-where-the-bodies-are,82
8076,In the Unlikely Event,Judy Blume,3.57,73316.0,73,,https://www.goodreads.com/book/show/23899174-in-the-unlikely-event,82
8076,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,3.73,1199216.0,73,,https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,82
8076,"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,4.38,121873.0,73,,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities,82
8118,"Buried (Tom Thorne, #6)",Mark Billingham,4.0,5239.0,72,,https://www.goodreads.com/book/show/964993.Buried,82
8118,A Lost Wife's Tale,Marion McGilvary,3.13,294.0,72,,https://www.goodreads.com/book/show/6217449-a-lost-wife-s-tale,82
8118,"Archon (Psi Chronicles, #2)",Lana Krumwiede,4.01,509.0,72,,https://www.goodreads.com/book/show/13438525-archon,82
8118,"Driven (Northern Waste, #1)",Eve Kenin,3.74,2200.0,72,,https://www.goodreads.com/book/show/1814961.Driven,82
8118,The Vanishing,Wendy Webb,3.74,9936.0,72,,https://www.goodreads.com/book/show/17646414-the-vanishing,82
8118,When Never Comes,Barbara Davis,4.19,61806.0,72,,https://www.goodreads.com/book/show/35889208-when-never-comes,82
8118,Colony,Philip K. Dick,3.73,264.0,72,,https://www.goodreads.com/book/show/22742396-colony,82
8118,The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness,Sy Montgomery,3.94,63516.0,72,,https://www.goodreads.com/book/show/22609485-the-soul-of-an-octopus,82
8118,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,3.81,16541.0,72,,https://www.goodreads.com/book/show/26114545-too-like-the-lightning,82
8118,"Mairelon the Magician (Mairelon, #1)",Patricia C. Wrede,4.0,9008.0,72,,https://www.goodreads.com/book/show/245727.Mairelon_the_Magician,82
8118,Rainbows End,Vernor Vinge,3.77,19192.0,72,,https://www.goodreads.com/book/show/102439.Rainbows_End,82
8118,"Wicked Appetite (Lizzy & Diesel, #1)",Janet Evanovich,3.78,63775.0,72,,https://www.goodreads.com/book/show/8205669-wicked-appetite,82
8118,Grief Lessons: Four Plays by Euripides,Anne Carson,4.38,2336.0,72,,https://www.goodreads.com/book/show/1466.Grief_Lessons,82
8118,The Child Thief,Brom,4.07,23262.0,72,,https://www.goodreads.com/book/show/6308379-the-child-thief,82
8118,Miss Marple: The Complete Short Stories,Agatha Christie,4.2,15629.0,72,,https://www.goodreads.com/book/show/16306.Miss_Marple,82
8118,"A Dangerous Place (Maisie Dobbs, #11)",Jacqueline Winspear,3.91,23463.0,72,,https://www.goodreads.com/book/show/22693178-a-dangerous-place,82
8118,Wonder Woman: Warbringer,Leigh Bardugo,3.99,38113.0,72,,https://www.goodreads.com/book/show/29749085-wonder-woman,82
8118,"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,3.97,66372.0,72,,https://www.goodreads.com/book/show/42815556-spin-the-dawn,82
8118,"Archangel's Viper (Guild Hunter, #10)",Nalini Singh,4.25,15705.0,72,,https://www.goodreads.com/book/show/33852961-archangel-s-viper,82
8118,"Last Kiss Goodnight (Otherworld Assassin, #1)",Gena Showalter,3.85,8477.0,72,,https://www.goodreads.com/book/show/13310549-last-kiss-goodnight,82
8118,"Second Watch (J.P. Beaumont, #21)",J.A. Jance,4.23,9581.0,72,,https://www.goodreads.com/book/show/16248144-second-watch,82
8118,"A Siege of Bitterns (Birder Murder Mystery, #1)",Steve Burrows,3.64,2192.0,72,,https://www.goodreads.com/book/show/17859371-a-siege-of-bitterns,82
8118,"Oxford Blood (Oxford Blood, #1)",Rachael Davis-Featherstone,3.6,2178.0,72,,https://www.goodreads.com/book/show/222376804-oxford-blood,82
8118,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,3.99,140190.0,72,,https://www.goodreads.com/book/show/42080479-the-school-for-good-and-evil,82
8118,"Imitation in Death (In Death, #17)",J.D. Robb,4.39,33539.0,72,,https://www.goodreads.com/book/show/238139.Imitation_in_Death,82
8118,Velvet Was the Night,Silvia Moreno-Garcia,3.51,31650.0,72,,https://www.goodreads.com/book/show/54746205-velvet-was-the-night,82
8118,Follow You Home,Mark Edwards,3.91,53757.0,72,,https://www.goodreads.com/book/show/24833801-follow-you-home,82
8118,I Woke Up in Love This Morning,Jennifer Kathleen Gibbons,3.75,79.0,72,,https://www.goodreads.com/book/show/13423475-i-woke-up-in-love-this-morning,82
8118,Want to Know a Secret?,Freida McFadden,3.88,303185.0,72,,https://www.goodreads.com/book/show/56047352-want-to-know-a-secret,82
8118,Beasts of a Little Land,Juhea Kim,4.02,22006.0,72,,https://www.goodreads.com/book/show/57151981-beasts-of-a-little-land,82
8118,Ash,Malinda Lo,3.63,38016.0,72,,https://www.goodreads.com/book/show/6472451-ash,82
8149,Low Pressure,Sandra Brown,3.93,27375.0,71,2.0,https://www.goodreads.com/book/show/13507011-low-pressure,82
8149,Backhand Smash (Inspector Peach #19),J.M. Gregson,4.05,117.0,71,,https://www.goodreads.com/book/show/26265866-backhand-smash,82
8149,"Coronation (Kid Sensation, #5)",Kevin Hardman,4.39,870.0,71,,https://www.goodreads.com/book/show/29936257-coronation,82
8149,The Stranger,Kate Riordan,3.56,495.0,71,,https://www.goodreads.com/book/show/38205480-the-stranger,82
8149,The Night Sister,Jennifer McMahon,3.7,26880.0,71,,https://www.goodreads.com/book/show/24040551-the-night-sister,82
8149,To Serve Man,Damon Knight,3.93,499.0,71,,https://www.goodreads.com/book/show/6082238-to-serve-man,82
8149,"The Man Who Cast Two Shadows (Kathleen Mallory, #2)",Carol O'Connell,3.9,3979.0,71,,https://www.goodreads.com/book/show/476573.The_Man_Who_Cast_Two_Shadows,82
8149,People Who Eat Darkness: The True Story of a Young Woman Who Vanished from the Streets of Tokyo—and the Evil That Swallowed Her Up,Richard Lloyd Parry,3.79,24273.0,71,,https://www.goodreads.com/book/show/18877989-people-who-eat-darkness,82
8149,"Gateway (Heechee Saga, #1)",Frederik Pohl,4.05,48367.0,71,,https://www.goodreads.com/book/show/218427.Gateway,82
8149,"Binti (Binti, #1)",Nnedi Okorafor,3.83,82696.0,71,,https://www.goodreads.com/book/show/25667918-binti,82
8149,"Shakespeare's Christmas (Lily Bard, #3)",Charlaine Harris,3.89,16359.0,71,,https://www.goodreads.com/book/show/32513.Shakespeare_s_Christmas,82
8149,Homicide in Hardcover (Bibliophile Mystery #1),Kate Carlisle,3.76,13023.0,71,,https://www.goodreads.com/book/show/6077869-homicide-in-hardcover,82
8149,"The Sandman, Vol. 8: Worlds' End",Neil Gaiman,4.43,54843.0,71,,https://www.goodreads.com/book/show/25103.The_Sandman_Vol_8,82
8149,"Key Lime Pie Murder (Hannah Swensen, #9)",Joanne Fluke,3.84,18865.0,71,,https://www.goodreads.com/book/show/33436.Key_Lime_Pie_Murder,82
8149,"Eternity (The Way, #2)",Greg Bear,3.9,8227.0,71,,https://www.goodreads.com/book/show/116121.Eternity,82
8149,Protector (Known Space),Larry Niven,4.06,11389.0,71,,https://www.goodreads.com/book/show/100344.Protector,82
8149,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,4.28,79434.0,71,,https://www.goodreads.com/book/show/48002.Thief_of_Time,82
8149,"The Invasion of the Tearling (The Queen of the Tearling, #2)",Erika Johansen,4.08,57136.0,71,,https://www.goodreads.com/book/show/22698568-the-invasion-of-the-tearling,82
8149,Hairpin Bridge,Taylor Adams,3.48,21161.0,71,,https://www.goodreads.com/book/show/55339001-hairpin-bridge,82
8149,"Erebos (Erebos, #1)",Ursula Poznanski,4.09,30303.0,71,,https://www.goodreads.com/book/show/7748743-erebos,82
8149,"Inferno (Chronicles of Nick, #4)",Sherrilyn Kenyon,4.34,16424.0,71,,https://www.goodreads.com/book/show/13508217-inferno,82
8149,"The Hollow (Sign of Seven, #2)",Nora Roberts,4.15,35931.0,71,,https://www.goodreads.com/book/show/41769548-the-hollow,82
8149,"Rogue Rider (Lords of Deliverance, #4; Demonica, #9)",Larissa Ione,4.36,13574.0,71,,https://www.goodreads.com/book/show/11512713-rogue-rider,82
8149,"Prime Suspect (Prime Suspect, #1)",Lynda La Plante,3.95,6359.0,71,,https://www.goodreads.com/book/show/1455054.Prime_Suspect,82
8149,"The Perfect Husband (FBI Profiler, #1)",Lisa Gardner,3.96,53917.0,71,,https://www.goodreads.com/book/show/65910.The_Perfect_Husband,82
8149,The Address,Fiona Davis,3.98,56243.0,71,,https://www.goodreads.com/book/show/33607640-the-address,82
8149,"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,4.25,78343.0,71,,https://www.goodreads.com/book/show/13555073-the-screaming-staircase,82
8149,The Temporal Void (Void #2),Peter F. Hamilton,4.25,25119.0,71,,https://www.goodreads.com/book/show/3437328-the-temporal-void,82
8149,The City in the Middle of the Night,Charlie Jane Anders,3.49,13086.0,71,,https://www.goodreads.com/book/show/37534907-the-city-in-the-middle-of-the-night,82
8149,"Dark Seduction (Masters of Time, #1)",Brenda Joyce,3.83,3682.0,71,,https://www.goodreads.com/book/show/546783.Dark_Seduction,82
8149,"Erasing Time (Erasing Time, #1)",C.J. Hill,3.84,1888.0,71,,https://www.goodreads.com/book/show/13015019-erasing-time,82
8149,The Trilogic Worlds: The Fictional War,Simon Ilincev,3.95,44.0,71,,https://www.goodreads.com/book/show/53067827-the-trilogic-worlds,82
8149,"The Handbook of Children, Media, and Development (Handbooks in Communication and Media)",Sandra L. Calvert,3.96,27.0,71,,https://www.goodreads.com/book/show/2717816-the-handbook-of-children-media-and-development,82
8149,The Wife Upstairs,Freida McFadden,4.01,322305.0,71,,https://www.goodreads.com/book/show/52636419-the-wife-upstairs,82
8149,"Boxers (Boxers & Saints, #1)",Gene Luen Yang,3.87,18730.0,71,,https://www.goodreads.com/book/show/17210470-boxers,82
8149,The Hitchhikers,Chevy Stevens,3.83,13804.0,71,,https://www.goodreads.com/book/show/221711793-the-hitchhikers,82
8185,A Woman's Life,Guy de Maupassant,3.87,16617.0,70,,https://www.goodreads.com/book/show/1032112.A_Woman_s_Life,82
8185,"Of Poseidon (The Syrena Legacy, #1)",Anna Banks,3.99,51741.0,70,,https://www.goodreads.com/book/show/12425532-of-poseidon,82
8185,"Bad Boy (Inspector Banks, #19)",Peter Robinson,3.99,9066.0,70,,https://www.goodreads.com/book/show/8216274-bad-boy,82
8185,"Fever Season (Benjamin January, #2)",Barbara Hambly,4.1,1783.0,70,,https://www.goodreads.com/book/show/176246.Fever_Season,82
8185,Cedar Valley,Holly Throsby,3.64,2017.0,70,,https://www.goodreads.com/book/show/40379035-cedar-valley,82
8185,Twisted,Andrew E. Kaufman,3.77,9940.0,70,,https://www.goodreads.com/book/show/23614038-twisted,82
